Timestamp,Vehicle_ID,Vehicle_Model,Battery_Age_Months,Avg_Cell_Voltage,Max_Cell_Voltage,Min_Cell_Voltage,Pack_Current,Charging_State,Charge_Throughput,Avg_Temperature,Max_Temperature,Min_Temperature,Ambient_Temperature,Internal_Resistance,Pressure_Level,Coolant_Flow_Rate,Insulation_Resistance,Cycle_Count,Depth_of_Discharge,Energy_Consumed_kWh,Energy_Regenerated_kWh,Distance_Traveled_km,Speed_kmh,Acceleration_ms2,Location_City,Location_Latitude,Location_Longitude,Altitude_m,Humidity_Percent,Air_Pressure_kPa,SOC,SOH,Voltage_Imbalance,Temperature_Gradient,Power_kW,Thermal_Risk_Score,Voltage_Risk_Score,Aging_Risk_Score,Overall_Risk_Score,Alert_Status,Critical_Alert,Hour,Day_of_Week,Month,Vehicle_Model_Encoded,Charging_State_Encoded,Location_City_Encoded,Risk_Category
2024-01-03 12:00:00,JLR-EV-1001,I-PACE,50,3.476,3.625,3.136,27.08,Discharging,60936.93,21.76,30.33,17.83,18.99,3.52,1.428,3.853,1136538,744,71.6,0.56,0.0,94.9,71.0,-2.0,Chennai,13.0827,80.2707,6,70,100.8,12.445754056954403,65.88012978816003,0.4889999999999999,12.5,0.09413007999999999,0.8003581958334651,100.0,87.24397098405349,62.68144305996233,Low Battery;Cell Imbalance,1,12,2,1,2,1,1,High
2024-01-03 18:00:00,JLR-EV-1001,I-PACE,13,3.653,3.975,3.395,16.2,Discharging,18199.56,20.34,26.98,16.05,17.46,2.867,1.583,3.515,1776090,236,40.3,0.36,0.0,46.3,92.1,-0.6,Chennai,13.0827,80.2707,6,82,101.7,41.36415951032735,92.81895520777098,0.5800000000000001,10.93,0.0591786,0.0,100.0,21.786999657726184,40.595666552575395,Cell Imbalance,1,18,2,1,2,1,1,Medium
2024-01-04 00:00:00,JLR-EV-1001,I-PACE,20,3.405,3.661,3.121,42.01,Discharging,22361.37,27.28,40.99,24.37,19.24,3.294,1.194,3.212,1146031,326,50.5,0.86,0.0,0.8,105.7,-0.1,Delhi,28.6139,77.209,216,52,100.4,14.097297464374817,85.1517943232889,0.54,16.62,0.14304405,12.058395969287725,100.0,39.37647240009238,50.47828945646004,Low Battery;Cell Imbalance,1,0,3,1,2,1,2,High
2024-01-04 06:00:00,JLR-EV-1001,I-PACE,32,3.478,3.641,3.207,-23.22,Charging,35065.53,18.58,22.24,12.48,17.67,2.971,1.611,3.579,1439252,391,0.0,0.0,0.48,0.0,0.0,0.0,Delhi,28.6139,77.209,216,69,100.4,38.39838745719642,76.53860770242639,0.43400000000000016,9.759999999999998,0.08075916,0.0,95.63355325265442,61.45578277275572,52.36311200847005,Cell Imbalance,1,6,3,1,2,0,2,High
2024-01-04 12:00:00,JLR-EV-1001,I-PACE,28,3.691,4.027,3.52,96.78,Discharging,28916.01,29.87,37.79,23.92,22.7,2.978,1.075,3.144,1061077,336,54.1,2.14,0.0,146.1,53.2,-0.4,Delhi,28.6139,77.209,216,57,100.0,38.39383519372645,82.7037208293991,0.5070000000000001,13.869999999999997,0.35721497999999996,17.549272020787313,100.0,50.48495348933002,56.011408503372444,Cell Imbalance,1,12,3,1,2,1,2,High
2024-01-04 18:00:00,JLR-EV-1001,I-PACE,54,3.659,3.99,3.448,38.56,Discharging,66333.55,23.72,37.52,16.17,22.44,3.397,1.095,3.386,1218620,767,49.0,0.85,0.0,88.1,81.4,1.6,Delhi,28.6139,77.209,216,56,100.5,41.79375193898417,60.852650112546144,0.5420000000000003,21.35,0.14109104,6.178617712111748,100.0,94.3723875326142,66.85033508157532,Cell Imbalance,1,18,3,1,2,1,2,High
2024-01-05 00:00:00,JLR-EV-1001,I-PACE,44,3.52,3.701,3.297,26.47,Discharging,50243.37,25.35,38.14,21.89,23.87,3.285,1.667,2.773,1289485,622,84.0,0.56,0.0,30.2,15.4,-0.5,Chennai,13.0827,80.2707,6,80,102.3,42.46859561440867,69.58663271121691,0.4039999999999999,16.25,0.09317439999999999,7.510191076788136,91.88396141105956,73.63211509289333,57.67542252691368,Cell Imbalance,1,0,4,1,2,1,1,High
2024-01-05 06:00:00,JLR-EV-1001,I-PACE,45,3.539,3.893,3.426,54.01,Discharging,52146.67,27.41,40.83,25.28,19.89,3.313,1.558,3.484,1462900,583,52.2,1.15,0.0,90.8,32.3,-1.8,Mumbai,19.076,72.8777,14,63,100.6,37.132386443125206,70.96023623741348,0.46699999999999964,15.549999999999997,0.19114139,14.379655463945884,99.01168616656597,69.18321613813163,60.858185922881155,Cell Imbalance,1,6,4,1,2,1,3,High
2024-01-05 12:00:00,JLR-EV-1001,I-PACE,11,3.744,4.062,3.418,103.68,Discharging,9779.67,28.4,32.93,24.17,19.25,2.771,1.457,2.047,1085382,138,73.5,2.33,0.0,125.5,25.0,-1.8,Chennai,13.0827,80.2707,6,67,101.0,66.0167026087336,95.33788213701213,0.6440000000000001,8.759999999999998,0.38817792,16.477125024018438,100.0,26.54916055967483,47.67542852789776,Cell Imbalance,1,12,4,1,2,1,1,Medium
2024-01-05 18:00:00,JLR-EV-1001,I-PACE,33,3.681,3.797,3.505,-53.85,Charging,42135.5,26.43,30.26,19.07,19.16,3.342,1.492,2.021,1070772,542,0.0,0.0,1.19,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,82,101.4,60.60004603166978,73.7677336265814,0.29200000000000026,11.190000000000001,0.19822185,5.774149309841489,67.53840875159374,51.7825083758919,41.69835547910904,Cell Imbalance,1,18,4,1,2,0,1,Medium
2024-01-06 00:00:00,JLR-EV-1001,I-PACE,2,3.594,3.762,3.236,88.08,Discharging,9901.44,31.52,39.82,27.29,25.16,3.157,1.346,3.42,1744207,116,78.9,1.9,0.0,149.8,104.4,1.7,Mumbai,19.076,72.8777,14,75,100.9,40.45684180728736,95.92528146576862,0.5259999999999998,12.530000000000001,0.31655952,14.776836796986318,100.0,4.280664758231842,39.68583385173938,Cell Imbalance,1,0,5,1,2,1,3,Medium
2024-01-06 06:00:00,JLR-EV-1001,I-PACE,22,3.497,3.788,3.322,-54.08,Charging,21122.66,32.17,40.7,28.09,23.84,3.377,1.103,2.054,1483559,301,0.0,0.0,1.13,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,71,101.9,39.64698845433606,83.78530094566247,0.46599999999999975,12.610000000000003,0.18911775999999997,21.26143118944389,96.24975360766481,45.39977581040766,54.303653535838784,Cell Imbalance,1,6,5,1,2,0,1,High
2024-01-06 12:00:00,JLR-EV-1001,I-PACE,40,3.54,3.908,3.201,67.77,Discharging,47735.48,25.27,37.9,21.48,16.63,3.306,1.197,3.719,1612200,598,47.4,1.44,0.0,158.3,68.6,0.3,Delhi,28.6139,77.209,216,58,98.9,37.765242907344785,69.26607696990088,0.7069999999999999,16.419999999999998,0.2399058,0.9443950761103423,100.0,64.37892307728833,55.107772717799556,Cell Imbalance,1,12,5,1,2,1,2,High
2024-01-06 18:00:00,JLR-EV-1001,I-PACE,18,3.692,3.994,3.541,30.77,Discharging,21328.36,26.14,32.85,19.19,21.35,3.004,1.449,3.325,1205401,284,34.2,0.68,0.0,72.3,112.2,-2.1,Pune,18.5204,73.8567,560,67,94.7,39.21394192552912,85.93406208751308,0.4530000000000003,13.66,0.11360284,6.436544345178601,96.08601519782758,32.25666057786122,44.926406706955795,Cell Imbalance,1,18,5,1,2,1,4,Medium
2024-01-07 00:00:00,JLR-EV-1001,I-PACE,55,3.586,3.906,3.473,-1.88,Idle,67307.12,23.06,28.72,20.97,20.73,3.142,1.063,2.079,1728358,679,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,78,100.8,54.148733089697714,65.85456850354086,0.4330000000000003,7.75,0.00674168,0.0,90.54942852246971,88.87403164859148,59.8078200570204,Cell Imbalance,1,0,6,1,2,2,3,High
2024-01-07 06:00:00,JLR-EV-1001,I-PACE,59,3.55,3.771,3.222,101.81,Discharging,54402.19,32.11,42.35,29.96,21.36,3.454,1.499,3.335,1371143,718,49.4,2.17,0.0,74.6,108.0,-1.6,Pune,18.5204,73.8567,560,60,94.2,39.8276204331458,58.11337676089921,0.5489999999999999,12.39,0.3614255,16.262052043408744,100.0,88.94875231113492,68.40360145151455,Cell Imbalance,1,6,6,1,2,1,4,High
2024-01-07 12:00:00,JLR-EV-1001,I-PACE,53,3.51,3.731,3.19,51.95,Discharging,62153.83,23.87,29.89,18.52,21.9,3.26,1.015,2.661,1225799,679,26.3,1.09,0.0,130.6,32.0,-0.9,Delhi,28.6139,77.209,216,68,99.2,41.130273515053055,62.02910501334989,0.5409999999999999,11.370000000000001,0.18234450000000002,0.6245495066326772,100.0,90.70874269686524,63.77776406783264,Cell Imbalance,1,12,6,1,2,1,2,High
2024-01-07 18:00:00,JLR-EV-1001,I-PACE,4,3.438,3.783,3.196,83.25,Discharging,6133.78,32.93,40.77,25.88,21.7,3.077,1.581,2.018,1744538,64,42.0,1.72,0.0,50.0,89.3,2.1,Delhi,28.6139,77.209,216,53,100.1,17.886406993380195,92.57293015118645,0.5869999999999997,14.890000000000004,0.2862135,20.335410444793762,100.0,14.691126976724888,45.00884580717288,Cell Imbalance,1,18,6,1,2,1,2,Medium
2024-01-08 00:00:00,JLR-EV-1001,I-PACE,46,3.573,3.878,3.412,54.25,Discharging,55449.75,33.9,36.93,28.45,26.99,3.258,1.399,2.426,1194425,607,32.3,1.16,0.0,182.3,37.6,-2.2,Chennai,13.0827,80.2707,6,80,101.5,37.066433520739345,67.1017823869954,0.4660000000000002,8.48,0.19383525000000001,21.602229488249456,97.68753020846138,75.83186268709451,65.04054079460178,Cell Imbalance,1,0,0,1,2,1,1,High
2024-01-08 06:00:00,JLR-EV-1001,I-PACE,4,3.651,3.816,3.494,0.32,Idle,7603.29,24.55,35.82,16.88,24.24,2.739,1.285,3.983,1290435,77,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,61,100.5,47.78491698716159,98.91917637693078,0.3219999999999996,18.94,0.00116832,7.035509275355949,74.28129160586312,7.533051880810221,29.616617587343097,Cell Imbalance,1,6,0,1,2,2,3,Medium
2024-01-08 12:00:00,JLR-EV-1001,I-PACE,59,3.613,4.0,3.492,96.83,Discharging,64705.91,31.01,35.38,23.98,24.17,3.695,1.042,3.682,1526535,772,50.1,2.1,0.0,100.1,79.3,-0.2,Mumbai,19.076,72.8777,14,67,101.6,41.19948368685931,54.887927753587064,0.508,11.400000000000002,0.34984679,16.637266595614296,100.0,93.2540857836076,69.96378412640729,Cell Imbalance,1,12,0,1,2,1,3,High
2024-01-08 18:00:00,JLR-EV-1001,I-PACE,43,3.388,3.659,3.189,91.17,Discharging,54582.85,30.82,36.3,27.56,25.19,3.594,1.461,2.515,1753433,565,55.0,1.85,0.0,0.6,46.4,-0.6,Pune,18.5204,73.8567,560,59,93.6,14.468564196513425,69.39842005380106,0.46999999999999975,8.739999999999998,0.30888396,11.990175014500522,100.0,76.55408037217751,62.84808512889268,Low Battery;Cell Imbalance,1,18,0,1,2,1,4,High
2024-01-09 00:00:00,JLR-EV-1001,I-PACE,58,3.624,3.746,3.39,71.59,Discharging,57934.06,25.05,36.77,17.61,17.96,3.225,1.629,2.809,1596933,704,60.4,1.56,0.0,83.5,53.3,-0.5,Chennai,13.0827,80.2707,6,79,101.9,43.79301965979481,61.17242563049205,0.35599999999999987,19.160000000000004,0.25944216,9.941420330098124,74.36089883240777,94.56718883497625,59.62316933249405,Cell Imbalance,1,0,1,1,2,1,1,High
2024-01-09 06:00:00,JLR-EV-1001,I-PACE,35,3.43,3.667,3.095,1.49,Idle,45587.8,22.85,32.87,18.63,21.14,3.097,1.438,2.063,1369681,521,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,77,101.8,28.42612037705988,74.98500662398168,0.5719999999999996,14.239999999999998,0.0051107,0.0,100.0,66.27556845697185,55.425189485657285,Cell Imbalance,1,6,1,1,2,2,1,High
2024-01-09 12:00:00,JLR-EV-1001,I-PACE,60,3.396,3.67,2.997,18.46,Discharging,73213.02,28.53,33.21,22.09,24.02,3.357,1.539,2.03,1464781,722,84.5,0.38,0.0,91.4,13.6,0.7,Pune,18.5204,73.8567,560,72,93.8,15.045816471995959,61.17340364894857,0.673,11.120000000000001,0.06269016,7.627805568928473,100.0,97.89383776209814,68.50721444367554,Cell Imbalance,1,12,1,1,2,1,4,High
2024-01-09 18:00:00,JLR-EV-1001,I-PACE,59,3.534,3.655,3.311,28.2,Discharging,63729.17,26.57,31.0,19.45,22.19,3.228,1.736,2.326,1454241,756,52.4,0.6,0.0,145.5,115.5,1.7,Bangalore,12.9716,77.5946,920,67,92.0,43.822564238909294,61.28241501589862,0.34399999999999986,11.55,0.09965879999999999,7.381483444605505,80.11371017357827,95.77475533359942,61.08998298392773,Cell Imbalance,1,18,1,1,2,1,0,High
2024-01-10 00:00:00,JLR-EV-1001,I-PACE,59,3.451,3.62,3.248,57.77,Discharging,69160.81,26.8,36.27,22.12,21.99,3.476,1.731,3.591,1231067,768,50.6,1.2,0.0,50.4,95.3,1.9,Bangalore,12.9716,77.5946,920,70,92.0,10.495252391586575,59.016791640961074,0.3719999999999999,14.150000000000002,0.19936427,7.946740851299266,83.3166071764107,99.4059562905013,63.556434772737084,Low Battery;Cell Imbalance,1,0,2,1,2,1,0,High
2024-01-10 06:00:00,JLR-EV-1001,I-PACE,18,3.736,3.904,3.429,41.65,Discharging,21592.06,24.12,36.82,17.57,19.14,3.116,1.373,3.239,1282839,223,32.6,0.93,0.0,116.9,108.2,-2.3,Mumbai,19.076,72.8777,14,66,100.5,61.84664247007137,87.63778164987082,0.4750000000000001,19.25,0.1556044,1.1448379533114288,100.0,37.615582699563525,46.25347355095832,Cell Imbalance,1,6,2,1,2,1,3,Medium
2024-01-10 12:00:00,JLR-EV-1001,I-PACE,9,3.486,3.599,3.099,-67.92,Charging,12656.74,27.13,40.01,20.05,24.16,2.784,1.027,3.323,1391168,169,0.0,0.0,1.42,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,79,92.4,38.52467054006797,91.48296170088634,0.5,19.959999999999997,0.23676912000000003,9.924084537233334,100.0,25.184717691929816,45.036267409721056,Cell Imbalance,1,12,2,1,2,0,0,Medium
2024-01-10 18:00:00,JLR-EV-1001,I-PACE,12,3.699,3.9,3.366,-24.32,Charging,15689.12,21.15,28.38,18.37,18.12,2.804,1.085,3.32,1255165,194,0.0,0.0,0.54,0.0,0.0,0.0,Pune,18.5204,73.8567,560,72,94.7,62.01924521755413,92.45178460393991,0.5339999999999998,10.009999999999998,0.08995967999999999,0.0,100.0,24.431302614432518,41.47710087147751,Cell Imbalance,1,18,2,1,2,0,4,Medium
2024-01-11 00:00:00,JLR-EV-1001,I-PACE,10,3.425,3.624,3.131,87.04,Discharging,14003.65,29.81,35.74,26.07,24.23,3.176,1.306,3.515,1310193,166,69.3,1.79,0.0,129.3,70.6,0.6,Pune,18.5204,73.8567,560,63,94.5,19.00491221156559,88.12736168586453,0.4930000000000003,9.670000000000002,0.29811200000000004,15.19012468141895,100.0,29.445017250915306,48.21171397744475,Cell Imbalance,1,0,3,1,2,1,4,Medium
2024-01-11 06:00:00,JLR-EV-1001,I-PACE,4,3.57,3.905,3.414,26.39,Discharging,16401.86,31.29,39.84,23.37,27.77,2.919,1.107,3.872,1338435,182,44.3,0.57,0.0,77.5,13.4,1.1,Delhi,28.6139,77.209,216,60,100.3,43.814009373795116,93.03028077516392,0.49099999999999966,16.470000000000002,0.0942123,19.993600573818274,100.0,8.96659029085241,42.98673028822356,Cell Imbalance,1,6,3,1,2,1,2,Medium
2024-01-11 12:00:00,JLR-EV-1001,I-PACE,8,3.677,4.032,3.375,85.36,Discharging,17595.44,29.24,42.97,21.6,24.46,3.094,1.612,3.413,1125012,213,85.4,1.88,0.0,70.0,1.6,1.4,Chennai,13.0827,80.2707,6,76,101.3,40.01207446909202,90.26449274348467,0.657,21.369999999999997,0.31386872,14.690435860028558,100.0,26.380909310918874,47.023781723649144,Cell Imbalance,1,12,3,1,2,1,1,Medium
2024-01-11 18:00:00,JLR-EV-1001,I-PACE,43,3.468,3.699,3.332,26.14,Discharging,51112.25,24.36,29.96,21.93,20.23,3.251,1.084,2.61,1188028,574,66.9,0.54,0.0,104.1,21.0,0.9,Bangalore,12.9716,77.5946,920,71,91.2,10.607374190621721,69.38890461632893,0.367,8.030000000000001,0.09065352,0.0,75.85880578325452,76.54348679404823,50.80076419243426,Low Battery;Cell Imbalance,1,18,3,1,2,1,0,High
2024-01-12 00:00:00,JLR-EV-1001,I-PACE,59,3.719,4.048,3.399,99.25,Discharging,78286.64,29.68,35.51,25.25,19.55,3.668,1.688,2.269,1254553,781,27.4,2.21,0.0,45.7,15.4,2.1,Chennai,13.0827,80.2707,6,74,102.4,67.96813166568177,55.13076778509942,0.649,10.259999999999998,0.36911075,10.124696505275356,100.0,94.55045461736994,68.22505037421509,Cell Imbalance,1,0,4,1,2,1,1,High
2024-01-12 06:00:00,JLR-EV-1001,I-PACE,45,3.365,3.587,3.049,96.63,Discharging,50868.57,33.75,44.44,28.79,26.38,3.415,1.082,3.747,1333145,574,25.0,1.95,0.0,22.9,9.4,-1.4,Bangalore,12.9716,77.5946,920,74,91.7,10.871666145846943,67.78063101920175,0.5380000000000003,15.649999999999999,0.32515995,21.153755541197935,100.0,81.30033817042955,67.48469790387583,Low Battery;Cell Imbalance,1,6,4,1,2,1,0,High
2024-01-12 12:00:00,JLR-EV-1001,I-PACE,17,3.585,3.8,3.296,62.87,Discharging,16311.95,25.55,32.27,18.4,21.7,3.037,1.061,3.113,1042344,223,84.9,1.35,0.0,75.6,33.8,-0.6,Chennai,13.0827,80.2707,6,81,101.0,40.70792015461489,85.11164935744476,0.504,13.870000000000005,0.22538895,6.750083531596952,100.0,28.7698894287818,45.173324320126255,Cell Imbalance,1,12,4,1,2,1,1,Medium
2024-01-12 18:00:00,JLR-EV-1001,I-PACE,3,3.685,3.948,3.434,32.64,Discharging,7018.26,24.46,34.14,19.96,19.79,2.95,1.76,3.381,1686136,77,21.9,0.72,0.0,169.2,45.5,-2.1,Bangalore,12.9716,77.5946,920,66,92.1,44.37941062420346,96.41193000203569,0.5139999999999998,14.18,0.12027840000000001,6.272816065719138,100.0,5.451965877821041,37.24159398118006,Cell Imbalance,1,18,4,1,2,1,0,Medium
2024-01-13 00:00:00,JLR-EV-1001,I-PACE,59,3.521,3.66,3.27,61.03,Discharging,64508.46,21.99,31.1,16.1,19.81,3.499,1.437,3.848,1443283,787,61.8,1.29,0.0,53.6,87.8,2.2,Bangalore,12.9716,77.5946,920,65,92.8,39.97451700736781,58.482633391106646,0.3900000000000001,15.0,0.21488663,0.0,84.43231606183119,92.47311923950606,58.96847843377909,Cell Imbalance,1,0,5,1,2,1,0,High
2024-01-13 06:00:00,JLR-EV-1001,I-PACE,37,3.482,3.827,3.327,-77.5,Charging,46225.22,32.41,46.94,29.57,25.95,3.337,1.004,2.605,1737908,480,0.0,0.0,1.62,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,70,102.1,38.7746032915878,72.43616826852443,0.5,17.369999999999997,0.269855,16.8300191713039,100.0,60.12304316978747,58.98435411369712,Cell Imbalance,1,6,5,1,2,0,1,High
2024-01-13 12:00:00,JLR-EV-1002,I-PACE,39,3.385,3.767,3.048,-42.65,Charging,43687.69,31.45,38.92,26.68,24.08,3.297,1.51,3.301,1799417,492,0.0,0.0,0.87,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,72,100.3,35.96282011792489,70.5920783874003,0.7189999999999999,12.240000000000002,0.14437025,14.209262710221855,100.0,69.89508189550924,61.36811486857703,Cell Imbalance,1,12,5,1,2,0,3,High
2024-01-13 18:00:00,JLR-EV-1002,I-PACE,48,3.549,3.874,3.423,68.31,Discharging,70560.2,31.16,46.15,26.71,23.5,3.203,1.13,2.841,1514801,724,21.8,1.45,0.0,25.7,107.8,-2.4,Chennai,13.0827,80.2707,6,70,101.2,41.4767942966167,66.45665772739551,0.45100000000000007,19.439999999999998,0.24243219,17.891153390715857,100.0,72.89399342439728,63.59504893837104,Cell Imbalance,1,18,5,1,2,1,1,High
2024-01-14 00:00:00,JLR-EV-1002,I-PACE,10,3.736,4.084,3.371,-0.05,Idle,18841.21,20.49,31.86,16.32,18.77,2.668,1.162,2.716,1320170,219,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,70,93.7,78.12843299107406,94.74279643364765,0.7129999999999996,15.54,0.00018680000000000001,0.0,100.0,20.21461976447891,40.07153992149297,Cell Imbalance,1,0,6,1,2,2,4,Medium
2024-01-14 06:00:00,JLR-EV-1002,I-PACE,42,3.509,3.775,3.196,67.17,Discharging,51548.61,28.41,34.34,21.24,20.24,3.197,1.419,2.394,1523542,640,32.7,1.41,0.0,130.2,26.1,2.5,Mumbai,19.076,72.8777,14,78,101.0,38.31405890075891,70.4593391700562,0.5789999999999997,13.100000000000005,0.23569953000000002,15.728206510256632,100.0,68.42133061612485,61.38317904212715,Cell Imbalance,1,6,6,1,2,1,3,High
2024-01-14 12:00:00,JLR-EV-1002,I-PACE,28,3.712,4.007,3.481,18.54,Discharging,26851.86,29.79,40.42,25.34,25.8,3.227,1.213,2.494,1395263,359,20.5,0.41,0.0,103.7,7.5,0.2,Chennai,13.0827,80.2707,6,79,101.1,69.9782844301627,78.12332986086692,0.5259999999999998,15.080000000000002,0.06882048,17.39365033883856,100.0,48.96655303682212,55.45340112522023,Cell Imbalance,1,12,6,1,2,1,1,High
2024-01-14 18:00:00,JLR-EV-1002,I-PACE,46,3.473,3.627,3.319,69.66,Discharging,46046.01,34.02,38.22,31.77,23.65,3.29,1.614,3.815,1053400,655,52.8,1.45,0.0,44.7,107.9,1.8,Mumbai,19.076,72.8777,14,77,102.1,19.23905642910603,66.23778010950733,0.30799999999999983,6.449999999999999,0.24192917999999997,23.178770333297027,66.23133258288922,69.44630660183115,52.95213650600581,Cell Imbalance,1,18,6,1,2,1,3,High
